Date;Title;Text;Source
01/02/2018;The baby milk scandal stalking France's Lactalis;"By Sybille de La Hamaide
PARIS, Feb 1 (Reuters) -
French dairy giant Lactalis is scrambling
to get on top of a growing crisis,
with dozens of babies infected with salmonella
after drinking tainted baby formula
produced by the company.
Following are details on the familyowned
group and the health scare that
has led to the threat of multiple lawsuits.
WHAT IS LACTALIS?
The privately held firm is the world's
largest producer of cheese and one of the
world's largest dairy groups.
Founded in Laval, southwest of Paris, in
1933, the company has expanded steadily
over generations of the Besnier family.
Its takeover of Italy's Parmalat in
2011 turned it into a major global player.
It now has 75,000 employees and 246
factories in 47 countries across Europe,
the Americas, Asia and Africa, and says
its annual sales are around 17.3 billion
euros ($21 billion).
Its most famous product is the President
brand of Camembert cheese.
The crisis has forced the famously private
company to try to be more transparent.
Chief Executive Emmanuel
Besnier, a 47-year-old who rarely shows
his face in public, has been forced to
give his first interviews since he took office
in 2000.
WHEN DID THE LATEST CRISIS BEGIN?
On Dec. 1, 2017, tests by the French
Health Ministry confirmed that 20 babies
had been contaminated by formula
produced at the Lactalis factory in
Craon, western France.
On Dec. 2, it issued a recall of 12 suspected
baby milk batches, followed by a
further recall of 625 batches on Dec. 12
and a third on Dec. 21.
Lactalis halted operations at the factory
on Dec. 8 and announced on Jan. 11 the
temporary layoff of 250 workers.
On Jan. 12, Lactalis said it would take
back all products ever produced at
Craon.
The recall concerns more than 12 million
baby milk tins in France and
abroad, from China to Algeria and
Spain. Lactalis said the recall targeted
83 countries in all.
On Feb. 1, Besnier said Lactalis could
have been producing salmonella-tainted
baby milk at Craon since 2005. He said
the crisis was likely to cost the company
hundreds of millions of euros.
HOW WAS THE MILK INFECTED? Last year's contaminations have been
linked to a salmonella outbreak in 2005
at the Craon plant, then owned by Celia,
which contaminated over 140 babies.
Lactalis took over Celia in 2006.
The salmonella is believed to have been
revived following work in the factory in
the first half of the year.
HOW HAS LACTALIS REACTED?
As well as the recalls and promising to
compensate affected families, it has said
it will permanently close the facility at
the Craon plant in which the salmonella
was discovered.
Besnier has questioned the effectiveness
of 16,000 tests performed by an unidentified
private laboratory last year that
had revealed nothing.
""If the analysis of end-products had revealed
the presence of Salmonella Agona,
we would of course not have marketed
the products and we would have
avoided the crisis,"" Lactalis said in a
statement.
It has pledged to reinforce controls on
baby milk products and have tests performed
by a second laboratory.
NUMBER AND LOCATION OF AFFECTED
BABIES
France's Institut Pasteur, the research
center that monitors salmonella, says
more than 200 babies have been contaminated
since 2005 with Salmonella
Agona, the bacteria found at Lactalis'
Craon factory.
Of these, 141 were contaminated in
2005, another 25 between 2006 and
2017, and 38 in the latest outbreak.
French health authorities have said 36
of the 38 cases last year were clearly
linked to Lactalis milk, as well as one in
Spain and a suspected one in Greece. A
group representing victims' families say
at least 10 more cases are unaccounted
for.
WHAT IS SALMONELLA?
The main symptoms of salmonella infection
are stomach ache and diarrhea,
which can lead to dehydration.
It can be life-threatening for infants or
people weakened by illness. Most
healthy people recover within a few
days without specific treatment.
LEGAL ACTION
Several families have already filed complaints
against Lactalis. Some are also
planning to take action against French
supermarket chains which were selling
recalled products despite the recall.
French supermarket chains Leclerc,
Auchan, Carrefour and Systeme U have
all acknowledged that some of the baby
milk remained on their shelves after the
recall.
Two complaints are already targeting
Auchan and Leclerc.
Class action lawsuits are not possible in
France. Each family must file a complaint
separately.
A group of victims said they would pursue
their legal complaints regardless of
any compensation offered.";Reuters
01/02/2018;Lactalis says baby milk could have been contaminated for years;"* Says babies may have drunk contaminated
milk in 2005-2017
* Institute says over 200 cases of same
salmonella since 2005
* Lactalis faces ""several hundred million
euros"" in costs
* Says permanently shutting down contaminated
facility (Adds further cases
found between 2006 and 2017)
By Sybille de La Hamaide and Gus
Trompiz
PARIS, Feb 1 (Reuters) - French dairy
group Lactalis may have been producing
salmonella-tainted baby milk for more
than a decade, its CEO was quoted as
saying on Thursday, adding the growing
food safety crisis was likely to cost the
company hundreds of millions of euros.
Lactalis, one of the world's largest dairy
groups, has recalled 12 million tins in
France and around the world after babies
were taken ill last year after drinking
salmonella-contaminated milk produced
at a factory in western France.
The same strain of salmonella was also
responsible for some infections in 2005,
Lactalis Chief Executive Emmanuel
Besnier told French newspaper Les
Echos, adding it was possible the factory
was the source for these cases, and
others since.
In 2005, the factory in Craon was owned
by Celia, a company taken over by Lactalis
in 2006.
""It can not be excluded that babies have
consumed contaminated milk over this
period (2005-2017),"" Besnier said.
The Institut Pasteur, a French organisation
that monitors micro-organisms and
diseases, said more than 200 babies in
France had been contaminated with
""Salmonella Agona"" since 2005, including
38 between mid-August and December
last year, as well as 25 between 2006
and 2017 and 141 in 2005.
French health authorities have said 36
of the 38 cases last year were clearly
linked to Lactalis milk, as well as one in
Spain and a suspected one in Greece. A
group representing victims' families say
at least 10 more cases are unaccounted
for.
Besnier said Lactalis was permanently
closing one of its facilities at the Craon
plant due to the outbreak.
He also questioned the effectiveness of
16,000 tests performed by an unidentified
private laboratory last year that had
revealed nothing. ""If the analysis of end-products had revealed
the presence of Salmonella Agona,
we would of course not have marketed
the products and we would have
avoided the crisis,"" Lactalis said in a
statement, referring to the laboratory
tests.
The victims' association said it had read
Besnier's comments with ""dismay"".
""These are several hundred million boxes
concerned and several hundred thousand
tonnes of products sent to more
than 80 countries. This is a health scandal
of unprecedented scale,"" it said in a
statement.
""This implies that the victims could
have been much more numerous.""
Besnier said the scandal was ""the
biggest crisis I've ever had to face as a
boss.""
""We can't say definitively but (the cost)
will be very high, several hundred million
euros,"" he told Les Echos.
""This case could cost us our export licence
for a still undetermined period,""
he added.
Besnier did not give details of what the
costs would be.
He said a lot of the milk recalled since
early December had been consumed and
that returns were likely to amount to less
than half of total volumes.
French supermarket chains Leclerc,
Auchan, Carrefour and Systeme U have
all acknowledged that some of the baby
milk remained on their shelves after the
recall.
The victims' association's lawyer said
families intended to file lawsuits against
Auchan and Leclerc. Besnier said Lactalis
was the target of multiple legal
complaints.";Reuters
01/02/2018;Salmonella outbreak to cost French dairy group Lactalis hundreds of millions - CEO;"PARIS, Feb 1 (Reuters) - A salmonella
contamination of baby milk produced by
Lactalis could cost the French dairy
group several hundred million euros, its
CEO said in a newspaper interview published
on Thursday.
Lactalis has recalled 12 millions tins nationwide
and from stores around the
world after discovering salmonella bacteria
in some baby milk last month at a
factory in western France.
""We can't say definitively but (the cost)
will be very high, several hundred million
euros,"" Lactalis Chief Executive
Emmanuel Besnier told French business
paper Les Echos.
""This case has cost us our export license
for a still undetermined period. It's the
biggest crisis I've ever had to face as a
boss,"" he added.
Besnier did not give details of what the
costs would be.
French authorities have said that ""Salmonella
Agona"" infections were reported
in 38 cases between mid-August and
December, 36 of them clearly linked to
Lactalis milk. A group representing victims'
families say at least 10 more cases
are unaccounted for.
Lactalis added in a statement that this
'Salmonella Agona' behind the 2017 infections
was the same as one behind cases
of infection in 2005, and that it was
stopping production at one of its facilities
at the Craon site due to the outbreak.
Besnier said that the company did not
know how much of the contaminated
milk had been consumed but less than
half of the recalled product had so far
been recovered.
Supermarket chains Leclerc, Auchan,
Carrefour and Systeme U have all acknowledged
that some of the baby milk
had remained on their shelves after the
recall.
Besnier said that Lactalis was the target
of multiple legal complaints.";Reuters
01/02/2018;Institute says 25 more babies hit by salmonella found at Lactalis since 2006;"Twenty-five babies were infected
between 2006 and 2017
with the same strain of salmonella
linked to a factory of dairy group Lactalis
and that led to three dozen babies
falling ill late last year, a French health
research institute said on Thursday.
The Institut Pasteur, which is France's
reference centre for monitoring salmonella,
said the 25 cases were in addition
to 38 cases in late 2017 and 141 in 2005
that were contaminated by ""Salmonella
Agona"", a bacteria found in baby milk
produced by a Lactalis factory in northwest
France.
The dairy company's chief executive
said in a newspaper interview on Thursday
that Lactalis could have been producing
salmonella-tainted baby milk
since 2005, without confirming cases.
Lactalis has recalled 12 million tins in
France and around the world after babies
were taken ill last year after drinking
salmonella-contaminated milk from
the Craon factory.";Reuters
01/02/2018;Lactalis salmonella contamination 'may go back a decade';"Researchers raised
fears Thursday that salmonellatainted
milk produced by
French dairy giant Lactalis, which sickened
dozens of babies, could have infected
others over more than a decade.
Lactalis has been engulfed in scandal
since December when authorities ordered
a massive international recall of
the baby milk which made at least 38
babies ill in France and Spain.
The Pasteur research institute said
Thursday that the exact same strain of
salmonella sickened at least 25 others
between 2006 and 2016 -- and that the
same Lactalis factory in northwest
France was the likely origin.
Lactalis has been the target of heavy
criticism after it emerged that the company's
own tests found salmonella at the
factory in Craon, but it did not sound
the alarm because it had not detected the
bacteria in the milk itself.
That raised fears that contaminations
may have occurred well before last
year's discovery but gone undetected,
with critics pointing to an outbreak at
the same production site that sickened
146 children in 2005 -- before it was
bought by Lactalis a year later.
""First we confirmed that the same type
of Salmonella agona was behind the two
outbreaks, in 2005 and 2017,"" Pasteur
JEAN-FRANCOIS MONIER
Lactalis has been engulfed in scandal since
authorities ordered a massive international
recall of the baby milk which made at least
38 babies ill in France and Spain
Institute director Francois-Xavier Weill
told AFP.
""So we asked ourselves where the strain
could have been during the 12 years in
between"" those two scares, he said.
""The only possible hypothesis is that it
remained at the factory in question.""
Although the institute could not definitively
determine whether the sickened
babies drank Lactalis milk, ""the DNA
evidence is very clear, and it points to
this factory,"" Weill said.
Lactalis CEO Emmanuel Besnier confirmed
Thursday that tests between the
two outbreaks had found the same salmonella
at the factory, though not in the
milk.
""We can't exclude the possibility that
some babies drank contaminated milk
during this period,"" he admitted. The bacteria was found in a dehydration
tower used to reduce milk, which Lactalis
now plans to shut down for good,
Besnier told newspaper Les Echos.
- Lawsuits -
The company is facing several lawsuits
over the outbreak, and police raided the
group's headquarters in Laval, western
France, earlier this month.
It recalled 12 million packages of the affected
baby milk, under brands including
Picot, Milumel and Celia, across 83
countries.
Several retailers later admitted that they
had continued to sell the products even
after the recall was announced.
Investigators have opened a preliminary
inquiry for suspected fraud as well as
endangering health by failing to properly
execute the recall.
Salmonella causes fever and diarrhoea
in infants, along with vomiting in some
cases, which can lead to babies being
hospitalised for dehydration.
According to French health authorities,
all of the babies sickened by salmonellatainted
milk made a good recovery.";AFP
26/01/2018;Lactalis victims' group says 10 more babies have salmonella;"(Adds details, background)
PARIS, Jan 26 (Reuters)
- Ten more babies have tested positive
for salmonella in France after drinking
milk produced by the firm Lactalis, a
group representing families said on Friday
Lactalis, one of the world's largest dairy
groups, has recalled 12 millions tins nationwide
and from stores around the
world after last month discovering salmonella
bacteria in some baby milk at a
factory in western France.
French authorities have said that ""Salmonella
Agona"" infections were reported
in 38 cases between mid-August and
December, 36 of them clearly linked to
Lactalis milk.
But Quentin Guillemain, president of
the Association of Families of Victims
Contaminated with Salmonella
(AFVLCS), told reporters there were ""at
least 10 families to this date not accounted
for"" whose children had tested
positive for salmonella after drinking
Lactalis milk.
Another case has been confirmed in
Spain and one is suspected in Greece.
The recalls have stretched as far as China.
President Emmanuel Macron addressed
the issue on Thursday, saying there
could be no tolerance for companies that
did not respect rules.
AFVLCS's lawyer, Jade Dousselin, said
she would file 10 legal complaints from
families at the end of next week, eight
against Lactalis, and two against the retailers
Leclerc and Auchan.
Leclerc, Auchan, Carrefour and Systeme
U have all acknowledged that
some baby milk recalled by Lactalis
made it onto their shelves.
The consumer protection body DGCCRF
has performed 3,600 checks in the
past two weeks and found recalled products
in two supermarkets, 13 pharmacies,
one hospital and six other distributors,
the economy ministry said.
AFVLCS plans to launch a website on
Monday allowing families to submit legal
complaints through the association.
Lactalis Chief Executive Emmanuel
Besnier has said his group will compensate
every family that has suffered harm.";Reuters
26/01/2018;Group representing Lactalis victims says 48 children infected with salmonella;"A
group representing families affected
by a recall of baby milk
by dairy firm Lactalis due to salmonella
said on Friday at least 48 children had
been contaminated.
""There are at least 48 cases of children
infected with salmonella from these
withdrawn milk products,"" said Quentin
Guillemain, president of the Salmonella
Contaminated Victims Families Association
(AFVLCS).
Health authorities have previously acknowledged
that 37 children had been
contaminated with salmonella, but only
35 clearly linked to Lactalis.";Reuters
17/01/2018;Police raid France's Lactalis after baby milk scandal;"French
police raided the headquarters
of dairy giant Lactalis on
Wednesday over a baby milk salmonella
scare that has sickened dozens of children
and led to a major international recall.
Dozens of police were searching the
company's offices in Laval, western
France, as well as its factory in nearby
Craon which was the source of the tainted
milk.
Lactalis has recalled baby milk from 83
countries, with anger growing after it
emerged that the company's own tests
had discovered salmonella at the Craon
site in August and November.
The company did not report the findings
and it says it had no legal obligation to
do so because it had not detected salmonella
in its products.
The contamination, found in a dehydration
tower used to reduce milk, was not
revealed to the public until December.
At least 37 babies in France are known
to have fallen sick and another in Spain,
while Greece has also seen one unconfirmed
case.
A source close to the probe said magistrates
and 70 police were raiding Lactalis
sites on Wednesday.
JEAN-FRANCOIS MONIER
The raids come after Paris investigators
opened a preliminary inquiry on December
2 for suspected fraud as well as
endangering health by failing to properly
execute the recall.
Officers were guarding the factory
doors, an AFP photographer said, with
dozens of police vehicles on site.
At the company headquarters, investigators
from public health agency OCLAESP
and consumer protection agency
DGCCRF were searching the premises
alongside police.
The recall affects 12 million boxes of
powdered baby milk under brands including
Picot, Milumel and Celia.
The raids come after Paris investigators
opened a preliminary inquiry on December
2 for suspected fraud as well as endangering
health by failing to properly
execute the recall.
Lactalis CEO Emmanuel Besnier at the
weekend offered to compensate the affected
families.
But an association of victims' families,
which met with the government on Monday, has rejected the offer, accusing
Lactalis of trying to buy their silence.
Of the babies taken ill in France, 18
were hospitalised. All are now recovering
well, according to the public health
agency.
Hundreds of families have filed lawsuits
against the company.
Besnier on Sunday denied claims that
Lactalis had lied about the dates and
amount of stock affected by the salmonella
outbreak.
""At no point was there any intention of
hiding things,"" he told the Journal du
Dimanche newspaper -- his first interview
in nearly 20 years as head of the
family-controlled company.
Government spokesman Benjamin
Griveaux said Sunday the company's
explanations were insufficient.
""When you have a case of milk on the
market which has clearly caused complicated
health problems for children, it
means at some point there was negligence,""
Griveaux said.";AFP
15/01/2018;French families plan to sue retailers over baby milk recall -group;"* Victims blame retailers for selling recalled
baby milk
* Refuse offer of financial compensation
- spokesman
* Says hundreds of families to sue Lactalis
* International victims could file complaint
in France (Adds details, background:
repeats to additional media
clients)
PARIS, Jan 15 (Reuters) - Some French
families are planning to take legal action
against supermarket chains after potentially
tainted products found their way
onto shop shelves despite a recall, the
spokesman of a victims' group said on
Monday.
Quentin Guillemain also reiterated that
hundreds of families were suing French
dairy giant Lactalis over the scandal,
which threatens to damage the reputation
of France's strategic agri-business
industry in overseas markets.
Reacting to an offer by Lactalis of financial
compensation to affected families,
Guillemain said that they wanted above
all to find out the truth, adding that the
company would not be able to ""buy our
silence"".
Three dozen infants in France and two
others overseas have fallen ill since the
discovery of salmonella bacteria in
some baby milk at a factory in northwestern
France in early December that
prompted the botched recall. Salmonella
infections can be life-threatening.
""It's been confirmed to me that a certain
number of families will file complaints
in the coming days against the major supermarket
chains,"" Guillemain told reporters
after meeting Finance Minister
Bruno Le Maire and Health Minister
Agnes Buzyn.
Guillemain did not say how many families
would sue the retailers.
Last week the French government laid
the blame for the widening crisis over
salmonella contamination squarely on
both Lactalis, one of the world's largest
dairy groups, and on retailers.
Carrefour, Leclerc, Auchan and Systeme
U had said some baby milk recalled
by Lactalis had still made it onto
shop shelves.
French prosecutors have launched a judicial
investigation into the contamination.
PAYING DAMAGES
Lactalis has been accused of reacting
too slowly to the scandal. It is now recalling some 12 million tins of baby
milk, both in France and in foreign
countries as far as China.
Lactalis Chief Executive Emmanuel
Besnier gave a rare interview at the
weekend, offering to pay damages to
families affected by the contamination
scare.
Guillemain said the families would pursue
their legal complaints regardless of
any compensation offered by Lactalis.
""What families are expecting today is
not a private deal to drop their claims
but to have the truth on what happened,
from the beginning till the end. So the
question of compensation is not today's
question,"" Guillemain said.
""They will not buy our silence,"" he
added.
Families of victims in foreign countries
could also file complaints in France, he
said. One baby in Spain and one in
Greece are suspected of having been
contaminated by baby milk produced by
Lactalis.
""Since the infraction occurred on French
territory and the suspect - the Lactalis
group - has its headquarters in France,
the victims, whether they be Spanish,
Greek or Chinese, will be able to file a
complaint in France,"" the group's lawyer
Jade Dousselin said.
Lactalis said it had recalled products
from 83 countries.";Reuters
15/01/2018;Lactalis feels heat as families rebuff CEO's pledges on salmonella;"Pressure rose on
French dairy giant Lactalis on
Monday as the parents of babies
who became sick after drinking salmonella-
laced milk demanded answers
over a scare affecting dozens of countries.
Lactalis CEO Emmanuel Besnier said at
the weekend that more than 12 million
packages of Picot, Milumel, Celia and
other brands of powdered baby milk had
been recalled in 83 countries and offered
to compensate all the affected families.
An association of victim's families,
which met with the government on
Monday, has rejected the offer, accusing
Lactalis of trying to buy their silence.
The association's president Quentin
Guillemain said Monday the explanations
given by Besnier in an interview
Sunday -- his first since the outbreak in
December -- fell far short of expectations.
""We still don't know where they are, we
don't know if they have been destroyed
or if they've been drunk,"" he said.
He said it also remained unclear when
the salmonella outbreak at Lactalis's
Craon plant in western France first occurred,
suggesting it could have been
before 2017, the period initially covered
by the recall announced in December.
Eric FEFERBERG
Quentin Guillemain, president of the
Lactalis victim's association, said the
explanations given by the Lactalis boss fell
far short of expectations
""It's a question we asked once again,
and as of now we have not had any response,""
said Guillemain, who has demanded
an apology from Lactalis.
His group has disputed health authorities'
tally of 37 children sickened by the
salmonella outbreak in France, saying
that without systematic testing of babies
brought to doctors, the true figure remains
unknown.
Hundreds of families have filed lawsuits
against the company.
Anger has been growing since it
emerged that Lactalis's own tests had
discovered salmonella at the Craon site
in August and November, but did not report
the findings because it had no legal
obligation to do so.
Besnier denied claims that Lactalis had
lied about the dates and number of stocks affected by the salmonella outbreak.
""At no point was there any intention of
hiding things,"" he said.
Government spokesman Benjamin
Griveaux said Sunday the company's
explanations were insufficient.
""When you have a case of milk on the
market which has clearly caused complicated
health problems for children, it
means at some point there was negligence,""
Griveaux said.";AFP
14/01/2018;Lactalis offers salmonella compensation, French govt says probe continues;"* Salmonella found in Lactalis' Craon
plant, operations shutdown
* Three dozen children have fallen ill,
lawsuits loom
* Global recall involves 83 countries
(Recasts with government spokesman)
By Richard Lough
PARIS, Jan 14 (Reuters) - France welcomed
dairy group Lactalis' pledge to
compensate victims of a Salmonella
contamination in its baby milk on Sunday,
but said a judicial investigation to
determine who was responsible would
continue.
Lactalis Chief Executive Emmanuel
Besnier told the weekly Journal du Dimanche
his family company, one of the
world's biggest dairies, would ""pay
damages to every family which has suffered
a prejudice"".
Salmonella infections can be lifethreatening
and the families of three
dozen children who have fallen sick in
France as a result of the contaminated
baby milk have announced a raft of lawsuits.
Besnier's promise came two days after
Lactalis widened a product recall to cover
all infant formula made at its Craon
plan, regardless of the manufacture date,
in an bid to contain the fallout from a
health scare that risks damaging
France's strategic agribusiness in overseas
markets.
""Paying compensation is good, but money
cannot buy everything,"" government
spokesman Benjamin Griveaux said in
an interview on BFM TV.
The health scare intensified last week
after France's biggest retailers including
Carrefour, Auchan and Leclerc admitted
products recalled in December had still
found their way onto shelves.
""It is the job of the investigation to determine
where failings occurred and
who is to blame,"" Griveaux said, adding
that ""responsibilities were shared"".
Besnier did not say how much the damages
might amount to.
Implementing the global recall will be
challenging. Privately owned Lactalis,
one of the world's biggest dairies, exports
its baby food products to 83 countries
across Europe, Africa and Asia.
CLUMSY RESPONSE
The recall involves some 12 million tins
of baby milk.
""It's not easy to evaluate the number of
items that need to be returned because
we don't know what's been consumed already,"" Besnier said in a rare newspaper
interview published on Sunday.
Friday's recall was the third in a month
and Lactalis has come under fire for its
clumsy response. Besnier also told the
French weekly that the company had
acted as quickly and efficiently as possible
and denied slowing the process to
curb losses.
Besnier has also been criticised for failing
to speak out publicly during the salmonella
scare.
While his family are France's 11th
wealthiest, according to a 2017 ranking
by Challenges magazine, the dairy tycoon
has long shunned the public limelight
and schmoozing with politicians.
His workers nickname him the ""invisible
man.""
""We're a discreet business. In this region
there is a mentality of 'work first, speak
later,"" he said. But he acknowledged
lessons had been learned during the past
few weeks.
Lactalis has become an industry giant,
with annual sales of 17 billion euros
($20.73 billion) and 18,900 employees
across some 40 countries.
He said the Craon plant was likely to remain
closed for several months.
The recall risks damaging Lactalis in
China, a fast-growing market for baby
food and dairy products where scares after
melamine-tainted baby milk led to
the deaths of six children in 2008.
That scandal caused distrust in locally
produced infant formula and benefited
foreign suppliers such as Nestle,
Danone and Lactalis.";Reuters
14/01/2018;Lactalis CEO breaks silence over salmonella-tainted baby milk;"The
chief executive of France's
Lactalis group on Sunday
vowed compensation for victims of salmonella-
tainted baby milk, as he revealed
that recalls were now under way
in 83 countries.
Emmanuel Besnier, giving his first interview
in nearly 20 years as head of
the family-controlled company, told the
Journal du Dimanche newspaper that the
recall involved more than 12 million
packages of Picot, Milumel, Celia and
other brands of powdered baby milk.
""We are going to draw the lessons from
this crisis and set out an even stricter hygiene
framework, in collaboration with
the authorities,"" he said.
Asked why he had not publicly addressed
earlier parents' concerns as worries
about the outbreak intensified,
Besnier said: ""It's true, by nature I'm not
very forthcoming.""
""In a crisis like this, we act first, and
perhaps I didn't take the necessary time
to explain things.""
A total of 37 babies have fallen ill in
France as a result of the contamination,
health authorities said late Friday, along
with a case in Spain and a suspected
case in Greece.
But Besnier said no new cases had been
reported since December 8, a week after
the recall was announced.
The French government welcomed the
pledge to reimburse victims, but said investigations
would continue to determine
why the contamination went undetected.
Officials will also investigate why in
some cases the affected milk continued
to be distributed in supermarkets, pharmacies
and even some hospitals after the
recall was announced.
""When you have a case of milk on the
market which has clearly caused complicated
health problems for children, it
means at some point there was negligence,""
government spokesman Benjamin
Griveaux told BFM television
Sunday.
Besnier's explanations ""have not been
sufficient,"" he added, vowing that the investigations
""will not spare anyone"", including
the French state.
- 'Not hiding things' -
Besnier's interview with the newspaper
included two of the first public photographsof
the secretive leader in years,
at the Lactalis headquarters in Laval,
western France.
Created in 1933 by Besnier's grandfather,
Lactalis has become an industry
behemoth with annual sales of some 17
billion euros ($20.6 billion), making it
the world's third-largest dairy group, behind
Danone and Nestle. The interview came after French finance
minister Bruno Le Maire summoned
Besnier to a meeting over the crisis on
Friday, in which the chief executive
agreed to pull from store and pharmacy
shelves all products from the Craon factory
where the outbreak was found.
But Besnier did not appear with Le
Maire at a press conference after the
meeting, despite calls by several government
officials for him to face the
public.
Hundreds of lawsuits have been filed
against the group by families who say
their children got salmonella poisoning
after drinking powdered milk made by
the company.
Richard Ferrand, leader of President
Emmanuel Macron's LREM lawmakers
in parliament, said all efforts would be
made to find the causes of the crisis, and
did not rule out the creation of a parliamentary
inquiry, sought by opposition
groups.
But Besnier, 47, denied claims by an association
of victims' families that Lactalis
had lied about the dates and number
of stocks affected by the salmonella outbreak.
""At no point was there any intention of
hiding things,"" he said.
- 'Buy our silence' -
But the company's promise of compensation
did not impress Quentin Guillemain,
president of the Lactalis victim's
association.
""They are trying to buy our silence,"" he
told AFP.
""We want the truth,"" he added, berating
Lactalis for failing to provide apologies
or explanations.
""Mr Besnier speaks of 83 countries affected...
Where are these figures from?
Have all the authorities been informed?
We are waiting for answers,"" said
Guillemain.
Besnier meanwhile also defended the
decision not to inform the authorities
that internal tests had discovered salmonella
on a broom and on the tiles of
a dehydration tower at the company's
Craon factory in August and November
last year.
""For us, these 'environment' tests are an
alert to make sure we keep the bacteria
far from the product,"" he said, adding
that authorities would have been alerted
only if bacteria were found in the powdered
milk.
The salmonella scare has cast a harsh
spotlight on an executive and a company
little known to the public, despite employing
15,000 people in France, where
milk and cheese are proudly considered
part of the country's heritage.
Analysts say the crisis could dent the
company's reputation among anxious
parents worldwide.";AFP
14/01/2018;83 countries affected by Lactalis salmonella scandal: CEO;"A salmonella scandal
at French dairy group Lactalis
has affected 83 countries,
where 12 million boxes of powdered baby
milk are being recalled, the company's
CEO said Sunday in an interview
with French media.
Emmanuel Besnier, scion of the secretive
family behind one of the world's
biggest dairy groups, was speaking publicly
for the first time since an outcry
erupted over claims the company hid the
salmonella outbreak at a plant making
the product.
""We must take account the scale of this
operation: more than 12 million boxes
are affected,"" he said, adding that distributors
would no longer have to sort
through the produce to find the contaminated
powder. ""They know that everything
has to be removed from the
shelves,"" Besnier said.
Besnier, who was summoned to the
French finance ministry on Friday,
promised compensation for all the families
affected.
He said that the consequences of this
health crisis for consumers, including
babies under six months, were at the
forefront of his mind. ""It is for us, for
me, a great concern,"" he told the Journal
du Dimanche.
Hundreds of lawsuits have been filed
against the group by families who say
DAMIEN MEYER
A mural showing some of cheeses and
other products made by Lactalis, the French
dairy giant, on a wall of its headquarters in
Laval, western France
their children got salmonella poisoning
after drinking powdered milk made by
the company.
So far French officials have reported 35
cases of infants getting salmonella from
the powder, while one case has been reported
in Spain and another is being investigated
in Greece.
An association representing victims
says the authorities are underestimating
the number of cases.
""There are complaints and there will be
an investigation with which we will fully
collaborate. We never thought to act
otherwise,"" Besnier said.
Created in 1933 by Besnier's grandfather,
Lactalis has become an industry
behemoth with annual sales of some 17
billion euros ($20.6 billion), with products
including Galbani ricotta and mozzarella
in Italy. With 246 production sites in 47 countries,
its list of products also features
household names like President butter
and Societe roquefort.
Two of those brands, Picot and Milumel
baby milk, were the subject of chaotic
international recalls issued in mid-
December after dozens of children fell
sick.
The scandal deepened this month when
French investigative weekly Le Canard
Enchaine reported that state inspectors
had given a clean bill of health to the
Lactalis site in Craon, northwest France,
in early September.
They failed to find the salmonella bacteria
that had been detected by Lactalis's
own tests in August and November,
which were not reported to the authorities.
The company said it was not legally
bound to report the contamination.";AFP
14/01/2018;83 countries affected by Lactalis salmonella scandal: CEO;"A
salmonella scandal at French
dairy group Lactalis has affected
83 countries, where 12 million boxes
of powdered baby milk are being recalled,
the company's CEO said Sunday
in an interview with French media.
Emmanuel Besnier, scion of the secretive
family behind one of the world's
biggest dairy groups, was speaking publicly
for the first time since an outcry
erupted over claims the company hid the
salmonella outbreak at a plant making
the product.
""We must take account the scale of this
operation: more than 12 million boxes
are affected,"" he said, adding that distributors
would no longer have to sort
through the produce to find the contaminated
powder. ""They know that everything
has to be removed from the
shelves,"" Besnier said.
Besnier, who was summoned to the
French finance ministry on Friday,
promised compensation for all the families
affected.
He said that the consequences of this
health crisis for consumers, including
babies under six months, were at the
forefront of his mind. ""It is for us, for
me, a great concern,"" he told the Journal
du Dimanche.
Hundreds of lawsuits have been filed
against the group by families who say
their children got salmonella poisoning
after drinking powdered milk made by
the company.
So far French officials have reported 35
cases of infants getting salmonella from
the powder, while one case has been reported
in Spain and another is being investigated
in Greece.
An association representing victims
says the authorities are underestimating
the number of cases.
""There are complaints and there will be
an investigation with which we will fully
collaborate. We never thought to act
otherwise,"" Besnier said.
Created in 1933 by Besnier's grandfather,
Lactalis has become an industry
behemoth with annual sales of some 17
billion euros ($20.6 billion), with products
including Galbani ricotta and mozzarella
in Italy.
With 246 production sites in 47 countries,
its list of products also features
household names like President butter
and Societe roquefort.
Two of those brands, Picot and Milumel
baby milk, were the subject of chaotic
international recalls issued in mid-
December after dozens of children fell
sick.
The scandal deepened this month when
French investigative weekly Le Canard
Enchaine reported that state inspectors
had given a clean bill of health to the Lactalis site in Craon, northwest France,
in early September.
They failed to find the salmonella bacteria
that had been detected by Lactalis's
own tests in August and November,
which were not reported to the authorities.
The company said it was not legally
bound to report the contamination.";AFP
